School,OFF Rating,DEF Rating,OVR Rating,OFF Rank,DEF Rank,OVR Rank
De Smet Jesuit,34.31,36.5,70.8,2,1,1
Webb City,34.1,31.88,65.99,3,4,2
Joplin,38.71,20.76,59.47,1,19,3
Lutheran North,30.19,25.59,55.78,5,6,4
Carthage,27.98,23.61,51.59,7,10,5
Christian Brothers College,29.39,21.71,51.1,6,16,6
Liberty North,23.39,27.43,50.82,14,5,7
Odessa,32.79,17.45,50.25,4,35,8
Jackson,26.12,23.72,49.84,9,9,9
Rockhurst,15.48,32.36,47.84,37,2,10
Raymore-Peculiar,24.48,22.87,47.35,11,13,11
Ft. Zumwalt North,25.39,20.7,46.09,10,20,12
Camdenton,27.53,17.68,45.21,8,32,13
Maryville,23.27,21.42,44.69,15,17,14
Bolivar,22.72,20.52,43.24,18,22,15
Chaminade College Prep,22.97,20.19,43.16,17,24,16
Francis Howell,19.43,23.27,42.7,21,11,17
Park Hill,10.02,32.33,42.35,70,3,18
Lee's Summit West,19.01,22.76,41.77,24,14,19
Lathrop,23.9,17.67,41.56,12,33,20
Willard,20.08,19.96,40.05,20,25,21
Staley,14.29,24.72,39.0,42,7,22
Lee's Summit North,16.5,22.5,39.0,33,15,23
Ladue Horton Watkins,19.24,19.05,38.29,22,28,24
West Plains,23.5,14.7,38.2,13,47,25
Blair Oaks,18.7,18.93,37.63,25,30,26
Eureka,13.3,23.92,37.22,47,8,27
Marquette,18.15,19.01,37.16,26,29,28
Lebanon,16.31,20.43,36.74,35,23,29
Blue Springs,16.85,19.82,36.67,32,27,30
Kirkwood,22.35,11.37,33.72,19,65,31
Lee's Summit,16.89,16.79,33.68,31,38,32
Kennett,12.99,19.89,32.89,49,26,33
Ft. Zumwalt West,14.4,18.4,32.8,41,31,34
SLUH,17.07,15.24,32.32,30,46,35
Raytown,16.01,16.21,32.22,36,39,36
Helias Catholic,16.38,15.43,31.81,34,43,37
Savannah,17.86,13.76,31.62,28,52,38
Rock Bridge,13.41,17.61,31.01,46,34,39
Smithville,15.44,15.36,30.8,38,45,40
Trinity Catholic,9.64,21.02,30.66,72,18,41
Liberty,9.16,20.62,29.78,75,21,42
Blue Springs South,18.12,11.57,29.69,27,64,43
Cassville,11.52,17.28,28.81,57,36,44
Nixa,5.28,23.02,28.3,105,12,45
Farmington,12.68,15.37,28.04,52,44,46
Platte County,10.37,17.1,27.47,67,37,47
Monett,12.83,13.89,26.72,50,51,48
Park Hill South,19.1,7.07,26.17,23,95,49
Carl Junction,14.26,11.69,25.95,43,62,50
Rockwood Summit,13.06,12.79,25.85,48,58,51
Grain Valley,8.4,15.64,24.05,80,40,52
Valle Catholic,12.68,11.11,23.8,51,69,53
North Kansas City,17.14,6.0,23.13,29,102,54
Ava,12.59,9.59,22.18,53,80,55
Center,10.9,11.28,22.18,61,67,56
Lafayette (Wildwood),7.95,13.56,21.52,85,53,57
Lincoln,10.58,10.51,21.09,64,73,58
Waynesville,11.3,8.79,20.09,59,84,59
Webster Groves,11.25,8.75,20.01,60,85,60
Lamar,9.07,10.73,19.8,77,71,61
Holt,13.64,5.83,19.47,45,103,62
Central (Cape Girardeau),10.48,8.9,19.38,66,83,63
Lindbergh,6.04,12.99,19.03,101,57,64
Republic,22.99,-4.11,18.88,16,191,65
Jefferson City,13.93,4.75,18.69,44,116,66
Mid-Buchanan,7.28,11.28,18.56,90,66,67
Harrisonville,8.01,10.55,18.55,84,72,68
Glendale,14.52,3.85,18.37,40,121,69
St. Mary's South Side,8.38,9.93,18.31,81,79,70
Troy Buchanan,7.88,10.3,18.18,86,75,71
Thayer,3.77,14.27,18.03,117,50,72
Lincoln College Prep,11.9,6.09,17.99,54,101,73
Lutheran St. Charles,10.12,7.55,17.66,69,91,74
Hazelwood West,4.03,13.24,17.27,114,55,75
Hazelwood Central,5.08,12.08,17.15,108,60,76
Kearney,10.85,6.21,17.06,62,100,77
Grandview,1.46,15.61,17.06,134,41,78
Hallsville,5.61,10.91,16.52,104,70,79
Fox,9.1,7.34,16.44,76,92,80
Clark County,3.86,12.55,16.4,116,59,81
St. Clair,1.84,14.33,16.18,130,49,82
Warrensburg,6.09,10.05,16.14,98,78,83
Neosho,0.4,15.53,15.93,141,42,84
McCluer North,7.8,8.13,15.93,87,89,85
Hickman,2.51,13.07,15.58,124,56,86
Ozark,10.48,4.7,15.18,65,117,87
Hannibal,9.6,5.1,14.69,73,112,88
Excelsior Springs,7.52,7.14,14.66,89,94,89
Fort Osage,6.25,8.4,14.66,97,88,90
MICDS,11.76,2.83,14.59,55,124,91
Mt. Vernon,0.99,13.31,14.3,136,54,92
Lafayette County,-0.5,14.59,14.09,149,48,93
Pattonville,4.84,9.19,14.03,109,82,94
Lawson,3.94,10.07,14.01,115,77,95
St. Francis Borgia,6.68,6.7,13.38,92,98,96
Scott City,11.72,1.62,13.34,56,133,97
Kickapoo,1.54,11.65,13.19,133,63,98
McCluer,2.42,10.49,12.92,125,74,99
Buffalo,7.72,5.2,12.92,88,109,100
Branson,1.67,11.22,12.89,132,68,101
Richmond,9.97,2.79,12.76,71,125,102
Oak Grove,6.36,6.31,12.67,96,99,103
Fair Grove,8.2,4.29,12.49,83,118,104
Seneca,6.65,5.67,12.32,93,106,105
Vianney,6.55,5.76,12.31,94,104,106
Caruthersville,11.5,0.68,12.18,58,152,107
Roosevelt,15.28,-3.1,12.17,39,181,108
Union,10.23,1.54,11.77,68,136,109
Hayti,8.95,2.59,11.54,78,127,110
Boonville,6.44,4.79,11.23,95,115,111
